,Unnamed: 0.1,Unnamed: 0,food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density
9048,9048,9048,pacific halibut baked roasted,110.2,3.247,0.695,1.01,1.523,0.212,0.0,20.028,0.0,35.184,0.04,68.496,0.002,0.269,0.035,1.34,0.16,10.316,1.936,0.218,1.306,2.442,0.32,0.004,9.334,0.036,0.747,48.043,0.022,202.322,520.245,0.017,1.41,3023.473
9049,9049,9049,spiny lobster baked quick cook,129.2,1.142,0.267,0.347,0.424,0.723,0.0,29.016,0.0,71.769,0.06,76.442,0.003,0.091,0.038,2.438,0.05,6.643,0.267,0.776,0.0,8.584,0.195,0.0,8.877,0.248,0.591,16.624,0.026,245.864,795.121,0.05,0.421,3673.763
9050,9050,9050,littleneck clams raw processed,209.3,11.95,2.665,2.509,3.657,0.095,0.0,25.346,0.0,50.148,0.037,69.611,0.024,0.421,0.026,4.681,0.058,22.245,0.235,0.231,0.237,6.637,0.456,0.007,12.265,0.033,0.472,13.599,0.019,306.455,259.095,0.024,0.874,1887.774
9051,9051,9051,spiny lobster baked reduced fat,132.9,3.066,0.478,0.711,0.858,0.153,0.0,26.172,0.0,54.97,0.056,59.904,0.002,0.2,0.014,23.178,0.552,9.416,1.225,0.329,0.902,7.331,0.823,0.0,13.851,0.031,1.083,17.783,0.02,193.465,628.302,0.097,0.893,3306.998
9052,9052,9052,oysters raw with herbs,150.6,9.804,2.343,2.843,4.441,0.066,0.0,15.52,0.0,64.144,0.053,75.971,0.008,0.039,0.04,0.923,0.054,9.744,0.816,0.221,1.153,1.104,1.925,0.004,58.911,0.035,1.501,44.272,0.025,368.212,313.367,0.032,0.318,1770.351
9053,9053,9053,swordfish baked canned,243.7,7.143,1.793,1.264,3.007,0.146,0.0,44.704,0.0,77.342,0.029,73.439,0.015,0.177,0.042,1.204,0.239,9.067,0.46,1.054,0.0,3.792,0.965,0.002,17.981,0.043,0.583,41.645,0.051,265.75,846.109,0.053,0.658,2929.908
9054,9054,9054,king crab legs steamed fortified,143.2,7.393,1.153,2.514,3.512,0.184,0.0,18.981,0.0,77.372,0.04,75.994,0.001,0.213,0.003,2.631,0.051,6.475,0.59,0.26,0.467,18.471,3.603,0.003,29.131,0.107,1.85,21.867,0.014,276.831,189.189,0.05,0.927,2337.545
9055,9055,9055,breaded fish fillet prepared,142.7,5.073,0.949,1.537,2.663,0.533,0.0,23.724,0.0,43.256,0.025,72.368,0.008,0.114,0.004,10.907,0.057,5.124,0.149,0.745,0.0,1.637,1.428,0.004,13.077,0.131,2.373,30.141,0.07,227.109,390.944,0.139,0.516,2946.729
9056,9056,9056,steelhead trout enriched,100.8,1.775,0.467,0.35,0.701,0.037,0.0,21.159,0.0,177.957,0.044,63.49,0.005,0.156,0.015,2.942,0.129,7.373,0.611,0.386,0.0,1.733,0.653,0.003,28.908,0.111,0.481,53.816,0.013,251.591,360.256,0.073,1.128,3439.887
9057,9057,9057,fish sticks fried select,72.0,1.589,0.311,0.432,0.704,1.897,0.0,12.529,0.0,78.387,0.053,65.842,0.028,0.077,0.03,5.742,0.169,5.697,0.459,0.332,1.377,1.356,0.833,0.001,71.873,0.026,3.818,43.945,0.076,312.446,326.902,0.06,0.37,3928.331
9058,9058,9058,sardines canned in water premium,151.8,9.364,2.472,3.558,3.736,0.124,0.0,16.764,0.0,48.667,0.217,82.627,0.008,0.248,0.047,0.816,0.221,3.939,0.904,0.141,1.331,1.857,2.069,0.002,28.697,0.238,1.466,19.73,0.034,268.829,460.248,0.039,0.648,1862.489
9059,9059,9059,shrimp fried serving size small,103.5,5.531,1.256,1.709,1.521,0.103,0.0,13.334,0.0,90.577,0.088,68.354,0.025,0.348,0.009,1.913,0.105,3.112,1.212,0.542,0.0,5.789,1.06,0.0,57.669,0.109,1.453,11.76,0.004,456.326,560.109,0.037,0.697,2289.561
9060,9060,9060,common carp grilled frozen,147.2,1.889,0.512,0.297,0.497,0.103,0.0,32.439,0.0,125.421,0.046,62.368,0.014,0.207,0.02,1.862,0.158,8.135,3.201,0.146,0.479,2.387,0.514,0.0,139.165,0.039,2.265,31.046,0.006,163.995,233.819,0.202,0.401,3888.038
9061,9061,9061,oysters raw high protein,54.1,1.454,0.353,0.484,0.531,0.087,0.0,10.171,0.0,28.612,0.199,73.411,0.014,0.103,0.026,5.119,0.073,6.374,0.115,1.165,0.473,3.858,1.76,0.0,91.943,0.038,0.67,9.898,0.015,254.336,328.847,0.027,0.804,3356.995
9062,9062,9062,king mackerel baked canned,91.1,3.58,1.117,0.551,0.784,0.086,0.0,14.638,0.0,60.929,0.091,75.029,0.011,0.067,0.036,1.636,0.139,5.114,0.704,0.195,0.0,27.466,0.668,0.004,28.691,0.135,0.98,50.696,0.052,225.491,419.877,0.011,0.617,2713.142
9063,9063,9063,swordfish baked with olive oil,138.4,5.194,1.231,1.21,2.55,0.518,0.0,22.384,0.0,84.911,0.102,62.895,0.043,0.084,0.02,3.518,0.086,5.886,1.445,0.312,0.0,17.321,1.311,0.004,18.983,0.047,1.047,38.888,0.004,308.631,767.522,0.038,0.257,2678.863
9064,9064,9064,black grouper grilled with salt,115.4,3.545,0.996,0.72,1.581,0.296,0.0,20.586,0.0,95.586,0.051,71.548,0.007,0.052,0.013,7.346,0.05,8.228,0.219,0.241,0.207,2.62,0.927,0.005,21.675,0.065,1.861,20.274,0.058,192.759,417.706,0.027,0.524,3126.308
9065,9065,9065,sea urchin raw roasted,122.1,7.097,1.824,2.15,2.456,0.61,0.0,13.948,0.0,118.733,0.082,71.087,0.028,0.104,0.017,9.164,0.058,6.435,0.625,0.232,1.07,1.6,1.048,0.005,19.995,0.039,1.98,16.595,0.111,241.582,273.129,0.045,0.281,2063.191
9066,9066,9066,eastern oysters grilled fresh,184.6,9.104,1.812,3.587,2.267,0.66,0.0,25.0,0.0,54.901,0.048,84.083,0.002,0.063,0.056,11.603,0.115,6.064,0.939,0.287,0.386,10.497,0.331,0.007,10.359,0.031,1.386,69.843,0.008,272.867,737.592,0.071,0.516,2247.154
9067,9067,9067,pacific salmon fillet grilled artisan,122.0,3.033,1.113,0.995,1.441,0.122,0.0,23.554,0.0,40.396,0.045,56.829,0.003,0.136,0.021,1.356,0.215,3.471,0.51,0.914,1.365,4.752,1.383,0.0,60.386,0.031,1.032,27.968,0.046,362.979,212.485,0.045,0.757,3247.22
9068,9068,9068,yellowtail snapper baked dried,126.9,4.785,1.292,1.101,1.139,0.618,0.0,20.342,0.0,69.354,0.012,66.725,0.042,0.175,0.011,1.183,0.128,1.781,0.317,0.317,0.501,19.483,1.218,0.0,21.519,0.078,2.882,72.378,0.021,92.956,428.825,0.18,0.278,2959.019
9069,9069,9069,chilean sea bass baked serving size large,195.6,8.937,2.315,2.082,2.86,0.29,0.0,28.497,0.0,49.42,0.05,66.916,0.002,0.105,0.018,2.918,0.051,3.967,0.884,0.258,1.556,5.055,0.198,0.0,42.969,0.119,1.147,37.413,0.038,185.041,274.471,0.024,0.799,2387.124
9070,9070,9070,yellowfin tuna raw standard,151.6,8.154,2.544,2.617,3.205,0.06,0.0,19.501,0.0,39.441,0.105,66.064,0.044,0.11,0.006,2.869,0.053,4.91,0.543,0.208,1.188,2.792,0.642,0.0,17.75,0.091,0.523,31.11,0.031,174.17,348.609,0.058,0.685,2017.942
9071,9071,9071,spiny lobster baked classic,103.8,6.421,1.779,1.303,2.581,0.175,0.0,11.319,0.0,38.293,0.053,65.157,0.001,0.106,0.013,1.49,0.121,5.836,0.876,0.368,0.905,3.703,0.522,0.0,16.083,0.052,0.897,38.455,0.022,430.304,587.052,0.029,0.907,1810.295
9072,9072,9072,walleye pollock pureed,84.8,3.32,0.986,1.215,1.388,0.13,0.0,13.596,0.0,26.032,0.165,72.81,0.004,0.141,0.044,5.877,0.18,14.144,1.03,0.185,0.549,1.338,2.683,0.004,24.622,0.473,2.324,50.771,0.059,297.424,227.687,0.048,0.392,3056.554
9073,9073,9073,sea scallops grilled smoked,161.4,5.218,1.111,1.482,2.432,0.198,0.0,28.402,0.0,109.302,0.203,67.22,0.005,0.147,0.014,3.489,0.113,11.155,0.561,0.375,0.505,3.313,1.239,0.003,9.577,0.015,0.652,24.136,0.032,126.048,578.13,0.027,0.358,2852.293
9074,9074,9074,eel grilled fresh,93.1,3.251,0.79,0.865,1.297,0.122,0.0,15.848,0.0,85.146,0.103,76.373,0.056,0.079,0.02,0.569,0.167,6.121,0.868,0.113,0.0,12.678,2.76,0.002,61.318,0.012,2.669,41.501,0.012,189.801,765.053,0.026,0.649,3281.777
9075,9075,9075,eel grilled boiled,149.2,6.873,0.9,2.213,2.213,0.191,0.0,21.638,0.0,73.604,0.068,58.899,0.014,0.17,0.193,6.132,0.049,10.419,0.216,0.564,0.38,4.819,0.856,0.001,19.709,0.026,1.366,26.195,0.004,202.726,307.939,0.107,1.807,2470.943
9076,9076,9076,turbot grilled dried,97.0,1.543,0.375,0.426,1.003,0.027,0.0,20.752,0.0,62.669,0.084,69.972,0.069,0.122,0.003,4.94,0.062,4.173,0.422,0.185,1.636,0.669,1.666,0.003,109.32,0.061,0.332,12.819,0.031,191.009,334.372,0.066,1.729,3584.429
9077,9077,9077,scallops seared shredded,124.8,7.182,1.716,2.399,1.932,0.464,0.0,14.575,0.0,39.892,0.061,75.258,0.002,0.049,0.006,6.303,0.044,3.946,1.972,0.189,1.016,6.747,0.567,0.002,18.257,0.097,0.778,60.127,0.005,378.273,322.869,0.034,0.526,1911.254
9078,9078,9078,red grouper sauteed regular,128.0,2.213,0.626,0.527,0.998,0.125,0.0,26.906,0.0,23.184,0.076,72.179,0.006,0.125,0.021,3.634,0.104,6.802,0.441,0.154,0.607,1.746,1.755,0.003,42.507,0.225,1.121,43.369,0.013,313.172,326.695,0.014,2.928,3535.332
9079,9079,9079,anchovies canned spiced,137.2,1.931,0.483,0.826,0.948,0.181,0.0,29.764,0.0,66.19,0.099,70.506,0.008,0.052,0.043,1.376,0.186,11.601,0.351,0.525,1.749,2.007,0.427,0.002,30.48,0.039,1.097,21.47,0.038,364.207,381.025,0.089,0.334,3646.038
9080,9080,9080,gravlax with olive oil,95.9,3.867,0.75,0.932,0.909,0.07,0.0,15.196,0.0,114.659,0.045,74.353,0.05,0.049,0.003,3.511,0.073,3.308,1.102,0.411,0.058,4.684,1.362,0.005,47.03,0.048,0.247,56.358,0.026,328.894,688.914,0.031,0.55,2564.697
9081,9081,9081,yellowfin tuna raw organic,154.8,5.172,1.35,2.058,1.5,0.409,0.0,26.654,0.0,83.947,0.045,75.332,0.059,0.201,0.005,1.327,0.118,5.607,2.061,0.378,1.599,5.439,1.131,0.005,100.456,0.078,0.571,33.509,0.283,606.367,407.692,0.032,0.459,2831.515
9082,9082,9082,yellow perch baked high protein,144.9,7.748,2.061,2.27,3.378,0.337,0.0,18.457,0.0,61.556,0.026,76.173,0.001,0.053,0.011,0.891,0.195,7.482,0.832,0.488,0.98,17.338,1.831,0.0,36.279,0.027,0.986,32.033,0.012,479.641,325.944,0.045,0.816,2093.901
9083,9083,9083,monkfish roasted high protein,149.3,9.507,3.251,1.616,3.232,0.109,0.0,15.835,0.0,162.675,0.131,69.542,0.02,0.083,0.026,7.16,0.143,6.376,0.509,0.62,1.003,2.293,1.289,0.003,12.151,0.036,0.395,51.391,0.02,277.567,369.767,0.012,0.971,1595.647
9084,9084,9084,channel catfish grilled processed,120.4,5.746,1.442,1.942,1.758,0.193,0.0,16.973,0.0,132.723,0.016,83.748,0.024,0.082,0.015,1.491,0.121,3.611,0.461,0.669,0.581,1.96,4.298,0.003,86.928,0.213,0.298,27.537,0.031,150.629,194.17,0.03,0.805,2276.647
9085,9085,9085,eastern oysters grilled processed,264.5,18.225,4.137,7.254,3.59,0.474,0.0,24.65,0.0,83.009,0.056,68.103,0.01,0.123,0.138,0.736,0.177,4.829,0.541,0.618,0.654,0.936,0.474,0.001,104.026,0.227,0.333,41.745,0.023,233.332,419.216,0.041,0.37,1427.577
9086,9086,9086,pacific oysters steamed whole,137.4,7.983,2.874,2.531,3.672,0.072,0.0,16.317,0.0,32.072,0.084,74.972,0.003,0.332,0.007,4.719,0.037,6.913,0.969,0.486,0.809,0.847,0.538,0.003,5.797,0.051,0.364,30.699,0.055,357.602,363.573,0.062,0.6,1800.886
9087,9087,9087,herring atlantic smoked extra,84.4,3.219,0.679,0.747,1.046,0.214,0.0,13.645,0.0,118.357,0.156,63.637,0.005,0.092,0.017,0.835,0.106,6.216,0.242,0.594,0.136,0.994,0.661,0.0,24.447,0.127,0.924,14.913,0.121,126.119,335.792,0.062,0.436,2767.722
9088,9088,9088,atlantic cod poached dried,272.0,20.042,4.369,5.471,7.195,1.115,0.0,21.78,0.0,135.863,0.049,62.18,0.004,0.151,0.003,1.396,0.479,8.072,0.595,0.264,0.005,13.259,0.961,0.0,29.062,0.198,0.356,24.116,0.041,173.71,254.538,0.019,0.948,1187.437
9089,9089,9089,fish sticks fried unsalted,196.4,10.555,2.037,3.261,4.433,1.316,0.0,24.04,0.0,38.129,0.034,68.44,0.026,0.081,0.012,3.793,0.188,10.253,0.744,0.276,0.0,0.514,1.45,0.001,75.089,0.037,0.707,16.311,0.011,548.52,634.501,0.019,1.368,1978.061
9090,9090,9090,channel catfish grilled regular,127.1,3.689,0.753,1.321,1.291,0.113,0.0,23.358,0.0,107.821,0.03,71.684,0.003,0.142,0.006,5.593,0.093,6.663,0.21,0.25,0.289,3.956,0.874,0.001,19.553,0.24,0.674,17.31,0.039,229.549,501.04,0.052,0.48,3015.942
9091,9091,9091,swordfish steak grilled regular,177.1,8.47,1.465,1.567,2.516,0.827,0.0,24.389,0.0,46.883,0.061,78.332,0.054,0.617,0.007,9.899,0.032,5.324,0.192,1.151,1.705,3.951,0.626,0.002,14.976,0.028,0.438,26.73,0.013,346.944,348.729,0.017,0.689,2212.716
9092,9092,9092,crab blue steamed salted,153.6,6.734,1.239,2.337,2.714,0.083,0.0,23.174,0.0,35.311,0.062,81.259,0.003,0.083,0.005,7.472,0.063,3.368,0.771,0.604,0.266,1.492,1.034,0.007,26.122,0.236,0.12,34.609,0.019,345.643,582.146,0.019,0.554,2382.121
9093,9093,9093,atlantic cod poached shredded,214.6,13.587,3.247,4.103,5.53,0.327,0.0,22.759,0.0,26.833,0.157,76.122,0.028,0.04,0.047,1.521,0.208,10.193,0.709,0.458,0.0,2.743,0.752,0.001,146.127,0.115,0.507,69.49,0.02,225.198,300.651,0.044,0.483,1677.531
9094,9094,9094,dolphinfish sauteed cooked,243.8,14.108,1.933,4.275,5.022,0.065,0.0,29.134,0.0,93.595,0.062,67.03,0.007,0.097,0.012,0.204,0.168,2.926,0.247,0.219,1.536,6.582,0.773,0.002,15.302,0.024,0.388,64.249,0.02,576.417,275.135,0.014,0.509,1898.015
9095,9095,9095,anchovy paste classic,238.9,14.515,2.7,4.296,8.143,0.034,0.0,27.035,0.0,25.708,0.231,65.264,0.004,0.057,0.012,1.711,0.129,5.112,0.693,0.267,0.679,1.464,1.726,0.001,26.898,0.041,1.156,26.647,0.041,378.003,415.474,0.038,1.056,1831.686
9096,9096,9096,crab blue steamed spiced,135.6,5.257,1.067,1.241,2.381,1.273,0.0,20.808,0.0,118.758,0.053,72.969,0.006,0.131,0.005,0.963,0.166,3.417,0.225,0.159,0.49,1.664,0.73,0.001,2.551,0.123,0.275,26.889,0.036,153.756,356.648,0.108,0.461,2441.564
9097,9097,9097,blue mussels cooked serving size large,132.3,8.002,2.489,1.968,2.553,0.317,0.0,14.744,0.0,41.553,0.074,75.784,0.083,0.061,0.004,2.777,0.078,5.183,0.345,0.459,1.038,13.294,0.949,0.002,49.066,0.227,0.673,7.962,0.004,446.405,453.362,0.012,0.915,1779.692
9098,9098,9098,tilapia fillet baked raw,130.6,3.163,0.705,0.43,0.911,0.179,0.0,25.36,0.0,61.793,0.078,68.752,0.003,0.039,0.017,2.115,0.227,3.643,0.636,0.24,1.27,12.441,1.111,0.003,7.678,0.019,3.395,9.599,0.039,459.023,389.542,0.123,0.788,3607.766
9099,9099,9099,mussels steamed baked,269.9,21.166,4.911,7.218,10.033,0.087,0.0,19.764,0.0,187.618,0.105,75.315,0.009,0.086,0.004,4.598,0.183,14.269,1.222,0.797,1.347,3.943,5.118,0.0,6.616,0.035,0.527,23.414,0.011,230.271,230.144,0.029,0.737,1077.063
9100,9100,9100,canned tuna in oil marinated,174.7,8.824,1.429,3.035,3.618,0.052,0.0,23.758,0.0,38.696,0.051,71.819,0.028,0.053,0.019,1.257,0.178,5.915,0.73,0.213,0.078,1.918,1.144,0.001,2.193,0.128,0.751,53.661,0.005,223.692,214.779,0.134,0.536,2198.325
9101,9101,9101,halibut steak grilled standard,206.5,12.505,2.238,3.489,3.626,0.278,0.0,23.206,0.0,29.346,0.116,68.373,0.01,0.123,0.002,7.108,0.116,22.443,0.47,0.817,0.947,4.439,2.613,0.002,40.592,0.027,0.196,73.743,0.046,318.437,712.131,0.039,0.447,1755.222
9102,9102,9102,atlantic halibut dried,94.8,2.117,0.495,0.654,0.972,0.117,0.0,18.816,0.0,48.059,0.119,69.368,0.002,0.053,0.034,2.42,0.121,8.974,0.97,0.133,0.273,3.149,0.419,0.002,42.35,0.058,0.962,80.132,0.003,279.928,384.884,0.036,0.474,3378.376
9103,9103,9103,mahi mahi fillet grilled reduced fat,133.0,3.524,0.68,1.025,0.722,0.281,0.0,25.035,0.0,121.301,0.041,74.936,0.006,0.344,0.002,5.998,0.144,11.497,0.998,0.084,1.442,0.45,1.167,0.006,112.457,0.013,1.124,65.648,0.003,209.725,451.546,0.156,0.321,3229.177
9104,9104,9104,common carp grilled marinated,63.4,2.004,0.339,0.615,0.617,0.352,0.0,10.984,0.0,47.567,0.029,66.815,0.003,0.196,0.044,1.662,0.173,9.082,0.211,0.397,0.083,13.959,0.645,0.006,16.729,0.047,1.085,24.614,0.032,154.14,209.347,0.036,0.451,3095.21
9105,9105,9105,pacific halibut baked sweetened,153.7,8.03,1.678,1.726,3.927,1.722,0.0,18.63,0.0,75.764,0.05,76.972,0.013,0.124,0.1,1.778,0.168,7.227,0.758,0.676,1.468,3.682,3.09,0.0,35.381,0.152,0.78,50.789,0.03,293.542,379.662,0.026,0.601,1991.038
9106,9106,9106,crab imitation premium,112.3,8.158,2.472,2.398,2.447,0.034,0.0,9.69,0.0,154.606,0.153,64.853,0.012,0.051,0.002,3.148,0.147,2.674,0.678,0.12,0.0,0.625,0.949,0.0,6.668,0.115,0.353,82.778,0.21,250.269,211.768,0.028,0.724,1272.105
9107,9107,9107,sea cucumber braised pureed,163.8,11.986,1.702,2.553,2.697,0.193,0.0,13.798,0.0,43.741,0.085,66.284,0.049,0.178,0.002,2.993,0.228,11.736,0.39,0.391,0.305,4.348,1.984,0.0,20.035,0.06,0.778,33.018,0.006,165.17,275.15,0.033,0.387,1373.167
9108,9108,9108,sardines canned in water fortified,210.8,10.663,1.909,1.962,6.622,0.442,0.0,28.254,0.0,148.767,0.034,62.313,0.005,0.167,0.039,1.044,0.047,13.197,0.112,0.471,0.0,16.999,1.688,0.0,85.102,0.116,0.971,24.784,0.021,182.699,364.815,0.04,0.338,2196.49
9109,9109,9109,sea bass fillet grilled variety 4,106.3,2.821,0.494,0.604,1.715,0.152,0.0,20.065,0.0,119.055,0.013,76.235,0.012,0.083,0.018,16.105,0.131,10.022,0.817,0.366,0.803,7.124,1.165,0.0,11.495,0.045,0.371,21.933,0.014,201.295,378.637,0.087,0.721,3076.516
9110,9110,9110,anchovies canned original,111.7,1.152,0.283,0.348,0.34,0.505,0.0,24.82,0.0,64.736,0.074,83.394,0.001,0.08,0.004,13.767,0.055,11.663,0.968,0.107,0.055,16.841,0.812,0.0,14.321,0.056,0.764,33.173,0.001,240.557,439.651,0.064,1.009,3683.005
9111,9111,9111,flounder fillet baked multigrain,102.3,4.294,0.451,1.447,1.816,0.055,0.0,15.855,0.0,25.618,0.078,57.192,0.005,0.319,0.008,2.736,0.066,2.718,0.379,0.161,0.871,4.822,0.966,0.005,35.558,0.115,0.435,38.88,0.029,537.906,670.21,0.025,0.353,2574.376
9112,9112,9112,atlantic salmon fillet baked multigrain,65.2,1.063,0.271,0.359,0.368,0.159,0.0,13.752,0.0,40.074,0.039,65.302,0.015,0.218,0.019,1.983,0.051,12.522,0.585,0.622,0.419,23.524,2.759,0.003,4.008,0.209,1.207,12.866,0.069,156.641,392.08,0.037,0.413,3729.488
9113,9113,9113,marlin grilled light,104.3,0.874,0.32,0.323,0.37,0.148,0.0,23.958,0.0,140.444,0.181,67.395,0.007,0.067,0.049,5.999,0.076,3.41,1.468,0.332,1.536,2.423,0.502,0.002,23.124,0.083,0.638,25.393,0.011,368.504,526.899,0.025,4.477,3820.229
9114,9114,9114,yellowfin tuna raw quick cook,140.0,1.504,0.429,0.384,0.677,0.152,0.0,31.454,0.0,68.337,0.19,72.698,0.002,0.051,0.016,1.371,0.125,15.68,1.097,1.308,0.175,2.479,1.611,0.001,7.244,0.031,0.836,35.363,0.043,203.131,419.23,0.05,0.539,3696.297
9115,9115,9115,ocean perch grilled with garlic,105.2,2.339,0.468,0.751,1.088,0.401,0.0,20.637,0.0,18.265,0.036,71.313,0.04,0.144,0.073,7.36,0.052,10.133,0.256,0.186,0.0,4.929,0.809,0.001,34.33,0.08,0.663,24.436,0.016,165.986,507.95,0.05,0.749,3255.27
9116,9116,9116,sea urchin raw serving size small,123.2,8.838,1.776,2.43,4.278,0.057,0.0,10.86,0.0,93.295,0.087,62.524,0.04,0.171,0.014,1.178,0.183,6.681,0.67,0.188,0.044,0.746,0.796,0.003,5.029,0.021,0.39,33.973,0.012,294.607,319.386,0.073,0.66,1362.356
9117,9117,9117,bay scallops sauteed classic,100.0,1.261,0.127,0.315,0.82,0.124,0.0,22.047,0.0,59.475,0.038,82.049,0.006,0.092,0.004,1.27,0.104,16.371,0.218,0.503,1.905,2.474,5.842,0.002,17.598,0.056,1.153,78.488,0.136,196.678,215.475,0.029,0.385,3800.138
9118,9118,9118,channel catfish grilled variety 2,81.6,1.869,0.297,0.477,0.772,0.166,0.0,16.034,0.0,60.619,0.045,71.708,0.009,0.133,0.004,3.673,0.094,6.906,0.234,1.014,0.151,13.701,1.024,0.005,43.234,0.124,0.61,34.604,0.114,242.231,203.408,0.02,0.4,3310.401
9119,9119,9119,grass carp steamed sweetened,162.6,4.516,0.709,1.517,0.587,0.154,0.0,30.332,0.0,36.54,0.028,65.181,0.005,0.095,0.013,4.895,0.097,6.041,0.371,0.146,1.415,6.185,1.718,0.001,56.1,0.037,1.244,34.784,0.007,400.412,328.802,0.111,0.437,3147.835
9120,9120,9120,fish sticks fried variety 5,120.2,3.171,0.875,0.748,0.923,1.575,0.0,21.329,0.0,66.735,0.092,67.357,0.101,0.094,0.005,2.834,0.221,9.322,0.5,0.361,0.587,4.495,0.557,0.002,120.046,0.106,0.914,44.817,0.325,380.986,424.022,0.068,0.647,3022.643
9121,9121,9121,bay scallops sauteed whole grain,128.4,7.277,1.266,2.612,4.286,0.337,0.0,15.387,0.0,92.25,0.05,84.973,0.007,0.177,0.006,2.834,0.12,9.433,0.63,0.665,0.074,10.919,1.001,0.003,13.085,0.058,0.239,14.343,0.015,325.73,527.606,0.148,0.82,1885.037
9122,9122,9122,anchovies canned smoked,121.8,5.288,1.021,1.835,1.697,0.13,0.0,18.418,0.0,104.201,0.105,73.544,0.009,0.065,0.012,2.658,0.19,4.168,0.629,0.613,1.472,9.922,0.52,0.003,13.756,0.053,1.331,50.835,0.013,164.772,317.033,0.016,0.146,2604.142
9123,9123,9123,alaska pollock grilled serving size large,132.3,8.159,1.656,1.575,2.921,0.307,0.0,14.406,0.0,55.444,0.136,66.954,0.028,0.142,0.004,2.048,0.149,9.681,0.414,0.437,0.661,12.079,1.254,0.004,30.375,0.112,0.8,25.952,0.131,305.782,367.029,0.042,0.847,1791.383
9124,9124,9124,dolphinfish sauteed shredded,100.7,1.751,0.42,0.376,0.651,0.408,0.0,20.835,0.0,87.337,0.282,65.68,0.03,0.102,0.024,5.064,0.098,13.184,0.81,0.19,0.0,9.685,1.473,0.0,10.732,0.035,0.201,25.908,0.003,101.943,413.625,0.063,0.791,3325.507
9125,9125,9125,spiny lobster baked serving size large,140.9,0.842,0.282,0.263,0.394,0.105,0.0,33.235,0.0,56.282,0.039,70.741,0.013,0.145,0.022,2.386,0.065,9.278,1.487,0.585,1.353,13.19,1.286,0.002,85.722,0.027,0.686,25.159,0.008,182.778,420.877,0.043,0.64,3923.263
9126,9126,9126,sardines canned in water with herbs,212.4,14.874,3.986,2.841,4.09,0.405,0.0,19.224,0.0,43.37,0.219,70.025,0.009,0.074,0.017,0.8,0.172,5.523,0.262,0.419,0.062,5.467,0.623,0.002,6.132,0.027,0.348,44.212,0.022,332.793,300.429,0.054,0.455,1333.666
9127,9127,9127,marlin grilled regular,127.6,4.685,1.167,1.209,0.97,0.494,0.0,20.871,0.0,41.198,0.083,66.024,0.009,0.118,0.03,2.086,0.113,4.979,0.192,0.166,1.432,2.948,2.008,0.002,34.019,0.096,1.514,27.503,0.142,282.62,610.357,0.017,1.084,2824.965
9128,9128,9128,mahi mahi fillet grilled ready to eat,81.4,1.766,0.553,0.392,0.544,0.172,0.0,16.208,0.0,218.863,0.05,76.717,0.007,0.183,0.024,2.229,0.138,4.812,0.418,0.634,0.0,2.114,0.633,0.003,63.252,0.083,0.23,33.371,0.002,240.743,434.683,0.029,1.137,3250.174
9129,9129,9129,tiger prawn grilled pureed,182.5,8.851,2.222,1.611,4.284,0.261,0.0,25.453,0.0,55.177,0.077,73.504,0.002,0.207,0.05,24.326,0.06,18.692,0.652,0.573,1.449,1.535,0.81,0.0,78.646,0.12,1.966,49.097,0.169,522.015,457.11,0.099,0.137,2399.9
9130,9130,9130,gravlax ready to eat,165.9,3.465,0.648,0.721,0.79,0.084,0.0,33.605,0.0,47.682,0.149,71.582,0.061,0.264,0.017,6.856,0.151,4.734,1.08,0.483,0.522,2.423,0.592,0.008,199.445,0.049,0.83,14.611,0.008,353.462,570.648,0.09,0.511,3412.27
9131,9131,9131,dolphinfish sauteed unsalted,120.5,1.236,0.334,0.282,0.304,0.112,0.0,27.24,0.0,30.937,0.075,66.988,0.023,0.11,0.012,5.922,0.096,17.482,0.364,0.845,1.121,3.02,1.192,0.005,7.083,0.036,0.853,21.773,0.02,394.433,286.725,0.015,0.841,3759.64
9132,9132,9132,striped bass poached sliced,127.6,2.402,0.389,0.567,1.095,0.231,0.0,26.252,0.0,37.214,0.053,76.897,0.004,0.063,0.14,3.238,0.04,6.68,1.458,0.576,0.342,6.668,1.552,0.004,12.36,0.042,0.299,18.569,0.021,206.666,685.095,0.01,0.629,3327.373
9133,9133,9133,crab blue steamed unsalted,140.5,7.222,0.679,2.376,3.914,0.175,0.0,18.702,0.0,74.682,0.097,75.102,0.002,0.093,0.023,2.611,0.113,4.124,0.388,0.276,1.102,2.964,0.378,0.004,28.854,0.145,0.59,28.831,0.017,190.708,404.514,0.015,0.356,2207.205
9134,9134,9134,pacific cod grilled ready to eat,288.4,18.471,3.454,4.119,5.246,0.271,0.0,30.261,0.0,86.263,0.056,66.364,0.002,0.118,0.012,7.759,0.22,17.606,0.522,0.544,0.0,16.704,0.453,0.001,13.256,0.022,0.86,21.135,0.012,205.19,295.451,0.063,1.172,1646.34
