,Unnamed: 0.1,Unnamed: 0,food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density
9440,9440,9440,appenzeller cooked,208.4,19.007,10.644,5.873,0.38,1.001,0.213,8.323,0.0,81.183,0.645,31.861,0.123,0.012,0.007,0.495,0.139,0.142,0.345,0.0,0.0,0.652,0.154,0.002,414.407,0.032,0.331,19.709,0.013,274.286,127.743,0.01,2.879,415.118
9441,9441,9441,reduced fat feta serving size small 496,325.4,25.515,13.599,6.634,1.99,1.087,0.616,22.862,0.0,45.293,0.456,43.684,0.018,0.005,0.071,0.596,0.299,0.076,0.392,0.066,0.0,0.407,0.192,0.006,226.564,0.013,0.129,12.099,0.012,279.746,139.493,0.011,2.545,842.069
9442,9442,9442,limburger ripe variety 4,384.2,31.248,18.405,9.374,2.031,0.369,0.244,25.368,0.0,51.346,0.414,41.072,0.034,0.032,0.01,0.408,0.554,0.081,0.363,0.12,0.0,0.291,0.188,0.004,173.86,0.032,0.152,19.323,0.004,450.461,149.437,0.023,1.16,713.516
9443,9443,9443,provolone mild with spices,117.0,8.892,5.691,1.512,0.64,1.0,0.016,8.235,0.0,50.592,0.283,37.453,0.038,0.038,0.007,0.554,0.175,0.098,0.349,0.077,0.0,0.254,0.266,0.004,951.778,0.07,0.142,23.588,0.005,594.828,78.142,0.021,1.363,1411.267
9444,9444,9444,brie classic enriched,336.6,27.202,19.504,6.284,0.789,1.057,0.896,21.883,0.0,29.594,1.744,37.324,0.104,0.018,0.02,1.061,0.225,0.066,0.152,0.034,0.0,0.175,0.032,0.002,257.236,0.017,0.278,23.357,0.011,464.48,172.502,0.006,2.315,638.321
9445,9445,9445,part skim mozzarella variety 4 780,255.4,22.111,12.603,7.717,1.106,0.699,0.368,13.406,0.0,62.426,0.79,48.029,0.112,0.001,0.057,0.753,0.135,0.063,0.276,0.057,0.0,0.138,0.194,0.002,645.635,0.036,0.284,22.756,0.019,188.286,214.272,0.01,5.555,660.904
9446,9446,9446,part skim mozzarella multigrain,235.4,20.572,12.652,5.225,1.605,1.933,0.46,10.623,0.0,57.99,0.563,32.573,0.021,0.023,0.051,0.402,0.208,0.072,0.345,0.017,0.0,0.295,0.068,0.002,1300.0,0.048,0.261,10.749,0.012,362.738,241.984,0.053,3.146,744.316
9447,9447,9447,french gruyere select,180.7,11.593,6.573,2.446,0.545,1.619,1.049,17.46,0.0,69.54,0.324,37.989,0.026,0.032,0.011,0.453,0.336,0.148,0.137,0.09,0.0,0.154,0.077,0.0,159.093,0.01,0.219,22.489,0.012,201.141,58.55,0.006,2.01,1314.828
9448,9448,9448,cream cheese light smoked,184.9,12.811,7.366,4.497,0.218,1.702,0.945,15.696,0.0,61.295,0.219,34.198,0.243,0.026,0.028,0.504,0.161,0.131,0.298,0.025,0.0,0.127,0.364,0.006,285.033,0.026,0.231,17.454,0.012,404.112,58.234,0.023,2.768,1157.169
9449,9449,9449,double gloucester grilled,450.9,40.835,22.827,11.27,2.654,0.868,0.321,19.986,0.0,34.098,0.32,44.839,0.106,0.004,0.04,0.152,0.563,0.055,0.305,0.037,0.0,0.107,0.464,0.0,623.838,0.038,0.151,22.326,0.004,408.387,106.592,0.008,2.418,417.301
9450,9450,9450,sharp cheddar natural,244.8,11.574,6.597,2.269,0.799,1.81,0.996,33.351,0.0,19.92,0.31,41.74,0.08,0.025,0.019,0.24,0.171,0.161,0.258,0.043,0.0,0.273,0.133,0.0,141.732,0.025,0.161,29.513,0.015,280.337,79.263,0.021,6.393,1999.275
9451,9451,9451,low fat cottage cheese roasted,188.9,11.935,5.693,1.743,0.776,1.252,0.478,19.13,0.0,102.585,0.631,37.727,0.035,0.032,0.011,0.364,0.437,0.069,0.139,0.141,0.0,0.074,0.245,0.003,528.386,0.016,0.163,24.391,0.01,410.125,135.53,0.006,4.066,1605.076
9452,9452,9452,havarti plain deluxe,303.9,21.556,8.989,6.23,0.28,0.454,0.289,27.014,0.0,131.515,0.25,36.108,0.033,0.033,0.011,0.161,0.484,0.009,0.204,0.038,0.0,0.123,0.372,0.001,1072.102,0.022,0.147,4.071,0.015,354.361,97.915,0.002,4.264,1471.82
9453,9453,9453,greek feta processed,278.2,20.469,10.153,5.035,0.798,0.685,0.314,22.809,0.0,176.863,1.048,35.269,0.046,0.014,0.027,0.645,0.456,0.133,0.349,0.088,0.0,0.092,0.238,0.0,427.227,0.039,0.168,14.014,0.008,224.723,152.317,0.011,2.955,1148.002
9454,9454,9454,greek feta cooked,157.6,13.581,6.926,4.292,0.706,1.007,0.436,7.83,0.0,88.769,0.479,33.849,0.182,0.007,0.01,0.618,0.254,0.0,0.242,0.083,0.0,0.354,0.069,0.005,788.861,0.018,0.158,21.393,0.008,251.243,159.075,0.011,2.372,847.239
9455,9455,9455,organic cheddar whole grain,117.0,6.281,4.711,2.299,0.521,0.66,0.365,14.454,0.0,76.155,0.344,40.481,0.108,0.012,0.024,0.52,0.078,0.037,0.206,0.069,0.0,0.326,0.389,0.001,562.95,0.059,0.128,16.839,0.005,499.146,145.791,0.011,4.102,2042.581
9456,9456,9456,cheese whiz classic original,187.0,11.758,5.879,3.41,0.0,3.384,0.782,16.913,0.0,26.937,0.365,38.894,0.053,0.021,0.05,0.174,0.311,0.042,0.153,0.074,0.0,0.111,0.18,0.0,396.074,0.031,0.0,18.728,0.011,362.349,60.73,0.045,3.509,1339.946
9457,9457,9457,reblochon salted,251.1,16.509,9.674,5.795,0.693,0.949,0.364,24.673,0.0,27.125,0.298,25.915,0.061,0.023,0.004,0.19,0.257,0.009,0.356,0.109,0.0,0.129,0.143,0.003,334.117,0.053,0.325,14.564,0.014,674.139,153.24,0.025,2.173,1387.58
9458,9458,9458,spreadable cheese light deluxe,285.7,19.468,13.764,4.692,1.051,0.616,0.229,27.012,0.0,69.296,1.466,40.997,0.095,0.038,0.007,0.65,0.26,0.11,0.397,0.07,0.0,0.522,0.04,0.004,249.256,0.021,0.248,14.728,0.01,274.654,78.823,0.005,3.037,1209.683
9459,9459,9459,organic swiss pureed 926,271.0,24.164,14.426,8.941,1.981,1.51,0.942,11.866,0.0,79.261,0.788,31.822,0.201,0.011,0.026,1.115,0.176,0.056,0.465,0.004,0.0,0.176,0.045,0.005,685.455,0.034,0.336,14.592,0.014,276.013,81.488,0.009,6.089,481.005
9460,9460,9460,manchego semicurado variety 3 448,156.7,7.43,5.387,2.504,0.357,0.879,0.224,21.572,0.0,51.125,0.254,43.028,0.117,0.007,0.015,0.188,0.317,0.066,0.311,0.019,0.0,0.364,0.204,0.003,407.736,0.106,0.315,13.063,0.01,271.739,165.593,0.006,3.837,2167.396
9461,9461,9461,young gruyere seasoned,322.4,17.731,13.298,3.404,1.259,0.899,0.205,39.81,0.0,54.948,1.282,27.158,0.073,0.0,0.062,0.299,0.198,0.05,0.166,0.076,0.0,0.075,0.185,0.001,642.992,0.053,0.127,20.957,0.015,525.355,84.619,0.035,0.961,1809.322
9462,9462,9462,stilton aged instant,322.2,21.891,15.586,7.027,1.182,0.99,0.238,30.313,0.0,119.956,0.513,38.748,0.062,0.003,0.051,0.236,0.236,0.051,0.234,0.129,0.0,0.212,0.293,0.006,575.426,0.05,0.3,29.996,0.003,359.14,217.252,0.009,3.402,1275.376
9463,9463,9463,cream cheese light salted,209.6,13.521,6.909,3.475,0.595,0.909,0.151,21.07,0.0,86.917,0.662,30.512,0.048,0.024,0.009,0.542,0.156,0.041,0.219,0.003,0.0,0.181,0.386,0.006,295.33,0.041,0.077,32.145,0.011,214.876,105.896,0.031,1.583,1460.441
9464,9464,9464,red wax gouda seasoned,199.5,16.523,10.922,3.156,0.892,0.361,0.206,12.345,0.0,30.367,0.79,38.817,0.161,0.019,0.037,0.767,0.728,0.172,0.082,0.054,0.0,0.226,0.0,0.003,390.101,0.039,0.234,22.466,0.014,445.708,174.654,0.008,2.592,725.795
9465,9465,9465,whipped cream cheese variety 3,319.8,26.071,13.792,7.143,1.356,0.902,0.508,20.395,0.0,42.526,0.833,47.524,0.021,0.033,0.014,4.973,0.274,0.14,0.336,0.064,0.0,0.074,0.146,0.002,450.738,0.05,0.096,26.097,0.012,203.798,62.898,0.008,2.661,784.6
9466,9466,9466,low moisture mozzarella fortified,233.4,21.827,12.791,5.282,0.415,0.873,0.546,8.367,0.0,61.35,2.398,36.893,0.022,0.019,0.116,0.351,0.183,0.106,0.326,0.044,0.0,0.465,0.133,0.005,719.147,0.064,0.283,34.833,0.007,341.69,115.583,0.047,1.021,391.858
9467,9467,9467,young fontina seasoned,486.8,39.649,25.494,10.586,2.855,1.178,0.337,31.322,0.0,111.026,0.476,56.441,0.078,0.014,0.009,0.601,0.311,0.083,0.283,0.066,0.0,0.126,0.212,0.007,780.18,0.047,0.277,21.563,0.009,224.561,124.695,0.051,2.147,745.958
9468,9468,9468,low fat cottage cheese spiced,243.3,16.644,11.384,4.96,1.065,0.974,0.437,22.402,0.0,94.645,0.836,31.782,0.044,0.006,0.019,0.828,0.12,0.071,0.246,0.093,0.0,0.04,0.293,0.005,409.927,0.041,0.245,23.929,0.002,378.216,122.358,0.024,2.341,1243.042
9469,9469,9469,whipped cream cheese sweetened,186.1,13.208,7.727,3.447,0.779,1.271,0.309,15.534,0.0,44.364,0.341,40.08,0.137,0.026,0.033,0.26,0.26,0.184,0.303,0.113,0.0,0.139,0.106,0.004,158.269,0.029,0.168,29.899,0.002,424.549,76.989,0.009,8.697,1079.503
9470,9470,9470,quark plain with olive oil,224.5,11.462,7.095,3.381,0.057,0.824,0.236,29.513,0.0,17.599,0.346,40.43,0.036,0.015,0.019,0.032,0.143,0.135,0.336,0.06,0.0,0.13,0.246,0.002,1000.044,0.067,0.24,15.752,0.007,273.638,140.477,0.016,1.23,2221.984
9471,9471,9471,gouda aged with garlic,260.0,21.11,13.489,4.581,1.077,1.147,0.357,16.353,0.0,41.025,0.49,29.219,0.352,0.02,0.026,0.178,0.212,0.124,0.167,0.022,0.0,0.331,0.222,0.006,614.387,0.019,0.215,30.663,0.014,286.052,49.248,0.011,1.065,788.634
9472,9472,9472,herbed edam processed,350.6,27.267,15.842,6.326,1.472,1.332,0.489,24.967,0.0,22.777,0.317,33.972,0.037,0.02,0.012,0.228,0.271,0.048,0.113,0.047,0.0,0.075,0.004,0.004,592.421,0.043,0.044,0.0,0.011,272.809,102.301,0.085,9.462,907.232
9473,9473,9473,truffle camembert quick cook,184.8,12.74,9.517,2.765,0.408,2.783,0.153,14.748,0.0,53.403,0.343,33.073,0.124,0.019,0.004,0.713,0.258,0.076,0.25,0.071,0.0,0.38,0.242,0.002,608.674,0.079,0.138,21.634,0.01,330.392,47.034,0.038,4.914,1138.355
9474,9474,9474,grated romano smoked,246.2,20.888,15.624,5.326,1.065,2.467,1.51,12.084,0.0,58.215,0.758,33.986,0.092,0.029,0.014,0.247,0.33,0.05,0.268,0.018,0.0,0.161,0.364,0.003,789.958,0.031,0.255,0.651,0.01,298.981,119.849,0.007,1.66,518.232
9475,9475,9475,panela fresh with olive oil,489.6,45.0,23.67,13.185,1.35,0.745,0.234,20.417,0.0,34.967,0.317,40.895,0.093,0.025,0.068,0.343,0.243,0.205,0.09,0.045,0.0,0.366,0.07,0.002,680.047,0.066,0.185,16.571,0.013,376.753,56.314,0.033,2.271,396.266
9476,9476,9476,young fontina whole grain,295.6,27.318,11.446,6.911,1.994,0.868,0.57,11.568,0.0,26.172,0.38,40.149,0.252,0.032,0.014,1.173,0.322,0.112,0.247,0.08,0.0,0.684,0.215,0.004,495.123,0.023,0.352,14.444,0.015,307.291,170.285,0.009,3.065,462.618
9477,9477,9477,labneh herbed quick cook,558.2,45.0,27.0,14.265,3.105,0.755,0.264,37.534,0.0,54.655,0.166,64.961,0.064,0.015,0.15,0.278,0.142,0.079,0.161,0.021,0.0,0.498,0.112,0.0,657.894,0.029,0.147,15.59,0.013,423.327,72.883,0.018,4.073,785.617
9478,9478,9478,low fat swiss choice,349.1,29.993,22.375,7.318,1.56,0.523,0.213,19.262,0.0,44.288,0.533,52.196,0.11,0.022,0.029,0.207,0.294,0.168,0.341,0.045,0.0,0.189,0.323,0.003,722.936,0.078,0.276,8.589,0.016,235.867,49.414,0.011,2.115,547.891
9479,9479,9479,limburger ripe plain,234.4,14.962,9.875,4.908,0.763,0.697,0.252,24.231,0.0,86.73,0.241,31.025,0.152,0.019,0.094,0.053,0.115,0.057,0.379,0.086,0.0,0.181,0.0,0.005,750.227,0.067,0.343,20.892,0.012,751.165,77.786,0.027,2.761,1595.828
9480,9480,9480,stilton aged with spices,316.5,23.725,13.167,6.857,1.068,1.304,0.424,24.45,0.0,44.409,0.529,37.73,0.084,0.031,0.031,0.182,0.18,0.033,0.062,0.08,0.0,0.294,0.289,0.003,1300.0,0.026,0.188,21.684,0.014,393.476,278.673,0.022,2.443,1235.64
9481,9481,9481,brie classic regular,122.2,7.321,3.719,2.108,0.425,1.976,0.822,12.108,0.0,73.112,0.244,45.876,0.078,0.027,0.025,0.292,0.175,0.122,0.27,0.0,0.0,0.655,0.056,0.007,1139.102,0.019,0.217,8.396,0.006,188.784,73.866,0.006,1.471,2082.751
9482,9482,9482,buffalo mozzarella homestyle,260.8,23.719,10.768,4.601,0.332,1.893,0.691,9.946,0.0,63.669,0.618,41.605,0.115,0.028,0.027,0.686,0.292,0.221,0.315,0.061,0.0,0.212,0.146,0.002,558.486,0.018,0.263,22.951,0.01,222.819,144.66,0.017,1.895,455.463
9483,9483,9483,light havarti sweetened,281.3,22.205,15.632,6.773,1.288,1.84,0.707,18.516,0.0,144.695,0.27,38.158,0.436,0.02,0.058,0.28,0.275,0.13,0.207,0.114,0.0,0.28,0.288,0.007,365.617,0.027,0.237,25.259,0.01,426.125,124.812,0.011,1.79,714.353
9484,9484,9484,cheese whiz classic dried,302.6,27.064,17.159,8.985,1.949,2.033,0.925,12.733,0.0,66.121,0.584,44.687,0.046,0.025,0.049,0.651,0.082,0.132,0.228,0.073,0.0,0.063,0.116,0.005,390.391,0.025,0.208,14.738,0.01,176.502,60.056,0.015,2.343,318.233
9485,9485,9485,grated parmesan instant,138.4,8.247,5.006,2.334,0.041,0.771,0.032,15.28,0.0,49.78,1.011,25.07,0.122,0.014,0.003,0.424,0.375,0.14,0.155,0.08,0.0,0.092,0.317,0.003,993.306,0.052,0.263,18.87,0.012,251.869,41.445,0.009,1.765,2087.894
9486,9486,9486,raclette variety 5,559.1,43.481,22.088,8.609,1.217,1.939,0.898,40.0,0.0,108.302,0.151,38.743,0.195,0.029,0.018,0.242,0.732,0.132,0.377,0.055,0.0,0.142,0.271,0.005,669.973,0.045,0.176,12.774,0.014,336.818,35.737,0.022,1.074,921.169
9487,9487,9487,french gruyere variety 2,156.5,8.387,4.932,2.415,0.453,0.245,0.083,20.021,0.0,126.757,0.901,42.127,0.074,0.017,0.028,0.875,0.161,0.094,0.326,0.075,0.0,0.203,0.29,0.003,1016.779,0.042,0.292,22.445,0.015,328.629,108.525,0.019,15.51,2348.654
9488,9488,9488,sharp cheddar quick cook,248.6,17.083,11.548,4.783,0.769,0.655,0.338,23.056,0.0,142.194,0.216,33.27,0.075,0.013,0.014,0.232,0.407,0.074,0.106,0.108,0.0,0.157,0.105,0.002,860.853,0.072,0.287,14.189,0.012,578.606,103.147,0.008,2.023,1404.233
9489,9489,9489,cream cheese light chopped,164.8,10.971,6.572,2.512,0.274,1.749,0.936,14.759,0.0,84.634,0.486,34.457,0.049,0.012,0.024,0.329,0.177,0.067,0.239,0.032,0.0,0.563,0.457,0.001,307.468,0.016,0.225,25.467,0.015,244.408,164.843,0.01,2.627,1256.368
9490,9490,9490,cream cheese classic traditional,110.2,7.012,3.296,1.851,0.435,1.474,0.553,10.303,0.0,68.269,1.58,36.515,0.029,0.019,0.014,0.155,0.455,0.148,0.32,0.033,0.0,1.226,0.289,0.002,567.319,0.026,0.24,10.995,0.004,348.564,158.844,0.025,2.981,1681.919
9491,9491,9491,low fat cottage cheese diced,290.9,22.04,12.937,4.981,1.389,1.131,0.0,22.015,0.0,171.851,1.314,45.762,0.039,0.009,0.063,0.153,0.396,0.151,0.403,0.111,0.0,0.053,0.178,0.0,231.83,0.027,0.292,11.67,0.014,324.3,54.839,0.014,4.819,938.915
9492,9492,9492,parmesan wedge natural,222.5,18.709,14.032,4.808,0.767,1.258,0.331,12.264,0.0,25.12,0.41,31.779,0.07,0.01,0.042,0.292,0.426,0.071,0.093,0.066,0.0,0.247,0.258,0.002,814.299,0.04,0.067,32.011,0.012,299.753,156.132,0.008,4.354,667.263
9493,9493,9493,goat cheddar artisan,483.7,45.0,33.75,9.81,2.43,1.174,0.554,18.493,0.0,31.028,0.159,37.498,0.078,0.018,0.124,0.296,0.398,0.105,0.337,0.079,0.0,0.294,0.239,0.003,653.928,0.045,0.17,23.01,0.016,290.085,231.499,0.011,2.73,161.832
9494,9494,9494,smoked provolone whole,205.1,13.2,8.369,3.868,1.148,1.096,0.253,20.48,0.0,128.556,0.373,36.238,0.144,0.018,0.012,1.981,0.178,0.124,0.388,0.095,0.0,0.104,0.169,0.001,536.539,0.07,0.131,19.544,0.015,423.219,116.096,0.076,5.905,1485.876
9495,9495,9495,queso fresco original,303.3,24.482,14.249,5.435,1.42,0.412,0.329,20.322,0.0,53.414,1.583,32.171,0.076,0.015,0.028,1.495,0.242,0.059,0.396,0.073,0.0,0.22,0.225,0.004,478.865,0.024,0.18,20.645,0.012,745.903,60.291,0.043,2.298,827.877
9496,9496,9496,low fat cottage cheese select,143.9,10.164,6.922,2.785,0.396,1.204,0.184,11.905,0.0,44.933,0.188,31.955,0.205,0.015,0.007,0.664,0.169,0.111,0.231,0.041,0.0,0.239,0.164,0.0,373.752,0.028,0.038,10.098,0.008,436.597,194.651,0.024,2.222,1144.268
9497,9497,9497,mild cheddar sliced,275.5,22.488,7.421,6.162,0.202,0.272,0.013,18.017,0.0,59.38,0.119,21.382,0.134,0.027,0.004,0.279,0.28,0.132,0.452,0.063,0.0,0.251,0.172,0.005,983.063,0.02,0.119,17.625,0.009,566.628,150.499,0.014,1.796,1124.686
9498,9498,9498,sharp cheddar standard,225.8,13.224,7.3,3.504,0.569,0.543,0.25,26.165,0.0,159.791,0.316,42.614,0.027,0.02,0.04,1.432,0.32,0.081,0.372,0.034,0.0,0.548,0.425,0.004,538.492,0.017,0.131,13.564,0.016,383.48,98.156,0.008,1.233,1791.14
9499,9499,9499,havarti plain with herbs,158.5,10.94,6.115,3.49,0.295,1.17,0.42,13.831,0.0,28.11,0.622,31.788,0.228,0.017,0.01,0.638,0.258,0.069,0.161,0.02,0.0,0.04,0.217,0.006,1300.0,0.017,0.222,17.371,0.006,302.807,180.873,0.017,3.254,1755.811
9500,9500,9500,scamorza original,157.0,9.547,4.363,1.127,0.487,1.173,0.772,16.588,0.0,70.472,0.446,45.748,0.027,0.011,0.019,1.548,0.404,0.0,0.279,0.035,0.0,0.176,0.032,0.002,716.05,0.02,0.212,17.57,0.015,336.329,242.455,0.005,1.531,1830.548
9501,9501,9501,labneh plain with olive oil,132.5,10.237,5.804,2.703,0.174,1.122,0.684,8.962,0.0,45.879,0.414,46.532,0.452,0.016,0.043,0.539,0.182,0.095,0.182,0.092,0.0,0.2,0.178,0.003,751.932,0.059,0.144,23.628,0.008,546.918,108.306,0.013,2.91,1176.533
9502,9502,9502,reblochon quick cook,394.9,35.173,14.808,10.622,1.442,1.678,0.822,17.905,0.0,52.151,0.18,47.377,0.029,0.027,0.014,0.389,0.262,0.183,0.303,0.084,0.0,0.126,0.145,0.003,590.222,0.021,0.361,9.285,0.011,218.42,190.226,0.028,1.811,550.827
9503,9503,9503,cheshire crumbled low sodium,215.3,15.29,7.767,4.174,0.535,0.672,0.397,18.741,0.0,51.376,1.078,40.416,0.073,0.029,0.059,0.449,0.46,0.169,0.346,0.103,0.0,0.477,0.26,0.003,689.084,0.042,0.32,22.862,0.011,201.021,63.766,0.005,1.258,1378.842
9504,9504,9504,cotija crumbled sweetened 169,280.8,20.48,12.268,5.734,0.348,0.836,0.269,23.284,0.0,29.585,0.27,25.541,0.064,0.042,0.006,0.629,0.154,0.066,0.251,0.067,0.0,0.54,0.219,0.004,242.767,0.032,0.14,23.064,0.01,328.799,125.426,0.023,3.051,1050.596
9505,9505,9505,sharp cheddar shredded,273.9,12.159,7.295,2.821,0.267,1.124,0.514,40.0,0.0,61.674,0.859,40.591,0.265,0.028,0.046,0.236,0.202,0.173,0.178,0.083,0.0,0.084,0.138,0.004,463.696,0.018,0.046,20.796,0.014,372.556,62.079,0.017,5.059,2251.083
9506,9506,9506,sharp cheddar whole grain,198.9,14.76,8.797,4.767,0.782,2.743,0.313,13.784,0.0,52.039,0.522,41.08,0.033,0.007,0.014,0.401,0.843,0.118,0.252,0.087,0.0,0.643,0.12,0.0,456.033,0.035,0.087,44.284,0.007,346.8,128.443,0.022,1.012,937.721
9507,9507,9507,herbed feta standard,409.5,37.004,19.76,10.287,1.295,2.247,0.946,16.857,0.0,35.381,0.269,28.267,0.044,0.008,0.007,0.44,0.169,0.176,0.207,0.043,0.0,0.303,0.204,0.004,405.663,0.032,0.268,19.762,0.005,296.705,52.624,0.027,3.804,351.084
9508,9508,9508,fresh mozzarella raw,218.6,17.487,8.639,4.704,1.049,1.442,0.424,13.867,0.0,27.868,0.552,20.897,0.139,0.034,0.038,0.311,0.39,0.14,0.384,0.035,0.0,0.276,0.323,0.005,811.765,0.04,0.27,21.66,0.005,198.59,82.889,0.047,2.197,1008.953
9509,9509,9509,epoisses variety 4,376.1,35.529,17.587,8.918,2.025,0.546,0.221,13.551,0.0,35.155,0.26,40.635,0.114,0.01,0.151,0.148,0.243,0.004,0.139,0.0,0.0,0.422,0.101,0.001,379.016,0.057,0.202,25.351,0.012,214.344,118.074,0.009,2.555,290.229
9510,9510,9510,queso fresco organic,198.7,13.301,8.659,3.644,0.186,0.898,0.24,18.862,0.0,49.403,0.663,44.937,0.159,0.055,0.009,0.629,0.364,0.054,0.313,0.108,0.0,0.283,0.319,0.007,530.663,0.038,0.336,19.68,0.014,312.207,154.761,0.039,2.718,1410.433
9511,9511,9511,greek feta unsalted,234.6,16.502,12.377,3.317,0.66,2.38,1.438,19.13,0.0,69.858,0.26,30.587,0.037,0.014,0.041,0.565,0.273,0.055,0.331,0.051,0.0,0.148,0.284,0.004,281.069,0.033,0.186,21.279,0.008,280.663,83.718,0.029,1.989,957.551
9512,9512,9512,cheese whiz classic grilled,122.3,6.424,2.101,2.21,0.411,1.057,0.501,15.074,0.0,56.693,0.319,42.186,0.111,0.029,0.033,0.762,0.579,0.129,0.448,0.008,0.0,0.684,0.102,0.0,687.516,0.038,0.274,15.822,0.015,434.716,113.226,0.044,2.337,2304.589
9513,9513,9513,buffalo mozzarella ancient grain,332.8,23.22,16.533,5.201,0.766,4.653,3.448,26.297,0.0,53.428,1.171,40.048,0.056,0.017,0.003,0.185,0.291,0.058,0.272,0.01,0.0,0.187,0.276,0.003,696.437,0.016,0.187,35.513,0.021,149.22,85.372,0.008,2.91,983.338
9514,9514,9514,fresh burrata reduced fat,324.2,22.983,14.962,5.815,1.333,5.448,2.506,23.899,0.0,29.404,0.346,38.618,0.046,0.029,0.023,0.277,0.584,0.104,0.364,0.079,0.0,0.118,0.262,0.003,400.06,0.03,0.161,13.36,0.011,510.196,88.687,0.009,2.761,872.538
9515,9515,9515,whipped ricotta smoked 910,410.5,37.117,14.179,10.541,2.598,0.874,0.372,18.236,0.0,25.646,0.369,53.31,0.033,0.001,0.043,0.193,0.489,0.182,0.323,0.04,0.0,0.088,0.248,0.003,343.497,0.03,0.163,19.623,0.012,418.316,107.15,0.019,1.837,503.902
9516,9516,9516,grated romano artisan,105.7,5.068,3.244,1.282,0.471,1.328,0.074,13.706,0.0,68.612,0.267,50.947,0.034,0.015,0.034,0.721,0.154,0.106,0.222,0.056,0.0,0.186,0.196,0.007,473.197,0.019,0.164,31.518,0.014,460.247,72.459,0.023,3.536,2214.151
9517,9517,9517,sharp cheddar boiled,455.0,43.907,25.773,13.919,2.503,1.712,0.452,13.244,0.0,94.93,1.08,34.1,0.038,0.03,0.042,0.104,0.102,0.157,0.238,0.035,0.0,0.458,0.068,0.004,577.968,0.035,0.208,14.84,0.004,698.152,166.199,0.042,2.185,117.375
9518,9518,9518,grated parmesan plain,229.7,17.259,11.27,3.366,1.018,0.481,0.165,18.116,0.0,30.298,1.409,43.537,0.095,0.024,0.044,0.955,0.336,0.09,0.279,0.063,0.0,0.071,0.294,0.003,127.544,0.023,0.073,24.361,0.017,419.51,131.231,0.008,1.702,915.845
9519,9519,9519,fresh parmesan natural,211.0,11.356,6.711,2.373,0.363,3.861,2.363,23.326,0.0,42.621,0.943,27.328,0.081,0.031,0.028,0.509,0.489,0.053,0.422,0.097,0.0,0.188,0.195,0.003,579.712,0.024,0.235,25.18,0.003,305.183,91.546,0.027,4.785,1689.227
9520,9520,9520,baby swiss spiced,173.7,12.776,7.487,3.347,0.792,2.04,1.765,12.641,0.0,36.034,0.291,32.686,0.037,0.022,0.029,0.09,0.497,0.119,0.193,0.083,0.0,0.169,0.103,0.003,477.838,0.03,0.0,27.743,0.012,417.009,46.484,0.016,2.635,978.682
9521,9521,9521,comte aged with herbs,173.2,11.703,6.366,3.125,0.538,0.765,0.234,16.215,0.0,68.814,0.453,46.545,0.056,0.007,0.019,0.96,0.341,0.0,0.147,0.095,0.0,0.586,0.152,0.002,534.915,0.027,0.186,15.761,0.008,277.784,138.787,0.011,2.363,1464.326
9522,9522,9522,bocconcini serving size large,209.1,14.179,9.075,3.403,1.049,0.877,0.414,19.492,0.0,52.724,1.04,31.454,0.163,0.01,0.005,0.425,0.266,0.004,0.232,0.099,0.0,0.534,0.134,0.003,381.997,0.02,0.377,7.55,0.007,194.14,35.133,0.015,4.146,1314.623
9523,9523,9523,mozzarella sticks prepared,151.5,8.904,4.488,2.048,0.41,0.753,0.075,17.08,0.0,47.005,0.711,40.957,0.058,0.033,0.014,0.598,0.195,0.013,0.297,0.064,0.0,0.227,0.157,0.002,1091.592,0.023,0.325,14.533,0.007,313.57,80.714,0.087,4.372,2183.19
9524,9524,9524,queso fresco sweetened,221.2,17.15,11.199,6.586,0.686,1.247,0.402,15.458,0.0,35.85,0.495,24.715,0.128,0.015,0.015,1.248,0.076,0.103,0.13,0.074,0.0,0.317,0.193,0.003,1056.204,0.022,0.127,15.173,0.005,502.046,47.871,0.027,3.358,1095.661
9525,9525,9525,epoisses ready to eat,184.3,14.777,10.891,3.812,0.901,0.606,0.093,12.222,0.0,88.789,1.265,25.634,0.079,0.029,0.008,0.678,0.197,0.045,0.253,0.044,0.0,0.123,0.131,0.0,1055.316,0.014,0.246,14.419,0.004,308.055,176.462,0.012,4.129,1070.056
9526,9526,9526,tomme de savoie variety 4,231.4,17.883,9.567,4.399,0.554,0.581,0.258,17.023,0.0,58.505,1.601,45.059,0.068,0.025,0.021,0.409,0.127,0.138,0.397,0.067,0.0,0.117,0.265,0.004,266.838,0.009,0.198,19.288,0.012,258.509,129.33,0.013,3.654,948.967
9527,9527,9527,limburger ripe reduced fat,298.4,27.727,17.329,7.043,2.939,0.905,0.403,11.312,0.0,105.301,0.175,32.584,0.274,0.007,0.019,0.711,0.195,0.115,0.059,0.049,0.0,0.1,0.274,0.0,369.292,0.032,0.328,23.735,0.012,400.348,145.316,0.012,3.817,254.844
